transaction_id,fund_id,transaction_date,transaction_type,amount,currency,counterparty,status
TXN00003344,PAM0010,2024-09-20,Management Fee,-491401.97,USD,CP004,Settled
TXN00003345,PAM0010,2024-10-06,Dividend,-67598.12,USD,CP033,Settled
TXN00003346,PAM0010,2024-10-26,Redemption,-1271105.35,USD,CP049,Settled
TXN00003347,PAM0010,2024-10-27,Dividend,-435077.66,USD,CP010,Settled
TXN00003348,PAM0010,2024-10-08,Expense,-43090.52,USD,CP037,Settled
TXN00003349,PAM0010,2024-10-25,Subscription,878369.59,USD,CP012,Settled
TXN00003350,PAM0010,2024-11-13,Management Fee,-532553.86,USD,CP003,Settled
TXN00003351,PAM0010,2024-11-24,Performance Fee,0.0,USD,CP033,Settled
TXN00003352,PAM0010,2024-11-19,Dividend,-54713.29,USD,CP017,Settled
TXN00003353,PAM0010,2024-11-12,Redemption,-1366363.05,USD,CP016,Settled
TXN00003354,PAM0010,2024-11-29,Expense,-38490.18,USD,CP002,Settled
TXN00003355,PAM0010,2024-11-20,Redemption,-170291.67,USD,CP018,Settled
TXN00003356,PAM0010,2024-12-30,Redemption,-1129533.21,USD,CP029,Settled
TXN00003357,PAM0010,2024-12-14,Subscription,3591813.05,USD,CP047,Settled
TXN00003358,PAM0010,2024-12-30,Dividend,-243951.19,USD,CP029,Settled
TXN00003359,PAM0010,2024-12-29,Redemption,-995763.25,USD,CP027,Settled
TXN00003360,PAM0010,2024-12-23,Subscription,3782103.29,USD,CP049,Settled
TXN00003361,PAM0010,2024-12-17,Subscription,1161537.23,USD,CP008,Settled
TXN00003362,PAM0010,2024-12-16,Performance Fee,0.0,USD,CP018,Settled
TXN00003363,PAM0011,2020-01-31,Management Fee,-636719.25,EUR,CP047,Settled
TXN00003364,PAM0011,2020-01-20,Redemption,-940878.84,EUR,CP025,Settled
TXN00003365,PAM0011,2020-01-04,Expense,-40825.28,EUR,CP027,Settled
TXN00003366,PAM0011,2020-01-14,Redemption,-445651.94,EUR,CP032,Settled
TXN00003367,PAM0011,2020-01-25,Redemption,-1267470.44,EUR,CP021,Settled
TXN00003368,PAM0011,2020-01-06,Subscription,2802925.93,EUR,CP042,Settled
TXN00003369,PAM0011,2020-02-23,Subscription,1052131.24,EUR,CP030,Pending
TXN00003370,PAM0011,2020-02-03,Management Fee,-577116.33,EUR,CP040,Settled
TXN00003371,PAM0011,2020-02-21,Dividend,-312561.05,EUR,CP037,Settled
TXN00003372,PAM0011,2020-02-26,Redemption,-1812263.11,EUR,CP021,Settled
TXN00003373,PAM0011,2020-02-09,Management Fee,-593900.64,EUR,CP021,Settled
TXN00003374,PAM0011,2020-02-21,Performance Fee,-175455.21,EUR,CP001,Settled
TXN00003375,PAM0011,2020-02-23,Dividend,-124176.46,EUR,CP012,Settled
TXN00003376,PAM0011,2020-03-31,Redemption,-2744982.4,EUR,CP028,Settled
TXN00003377,PAM0011,2020-03-28,Subscription,3170841.62,EUR,CP006,Settled
TXN00003378,PAM0011,2020-03-23,Expense,-30584.91,EUR,CP011,Settled
TXN00003379,PAM0011,2020-03-13,Dividend,-393976.56,EUR,CP003,Settled
TXN00003380,PAM0011,2020-03-25,Subscription,1886817.86,EUR,CP029,Settled
TXN00003381,PAM0011,2020-03-13,Management Fee,-583382.02,EUR,CP023,Settled
TXN00003382,PAM0011,2020-04-11,Subscription,286179.08,EUR,CP010,Settled
TXN00003383,PAM0011,2020-04-09,Expense,-39395.81,EUR,CP032,Settled
TXN00003384,PAM0011,2020-04-17,Redemption,-352022.02,EUR,CP016,Settled
TXN00003385,PAM0011,2020-05-20,Performance Fee,0.0,EUR,CP004,Settled
TXN00003386,PAM0011,2020-05-20,Dividend,-268272.39,EUR,CP041,Settled
TXN00003387,PAM0011,2020-05-13,Dividend,-158193.09,EUR,CP003,Settled
TXN00003388,PAM0011,2020-06-17,Redemption,-909318.69,EUR,CP017,Settled
TXN00003389,PAM0011,2020-06-28,Subscription,2586321.86,EUR,CP001,Failed
TXN00003390,PAM0011,2020-06-08,Expense,-43319.45,EUR,CP019,Settled
TXN00003391,PAM0011,2020-06-19,Redemption,-2336285.06,EUR,CP031,Settled
TXN00003392,PAM0011,2020-06-30,Dividend,-268006.37,EUR,CP040,Settled
TXN00003393,PAM0011,2020-07-30,Subscription,4700127.74,EUR,CP032,Settled
TXN00003394,PAM0011,2020-07-12,Redemption,-1705337.03,EUR,CP018,Settled
TXN00003395,PAM0011,2020-07-22,Redemption,-1322156.47,EUR,CP044,Settled
TXN00003396,PAM0011,2020-07-31,Redemption,-1344347.09,EUR,CP002,Settled
TXN00003397,PAM0011,2020-07-07,Dividend,-86778.48,EUR,CP004,Settled
TXN00003398,PAM0011,2020-07-11,Redemption,-1136072.39,EUR,CP018,Settled
TXN00003399,PAM0011,2020-07-30,Expense,-33344.55,EUR,CP026,Settled
TXN00003400,PAM0011,2020-08-18,Dividend,-411077.42,EUR,CP023,Settled
TXN00003401,PAM0011,2020-08-09,Subscription,2215400.23,EUR,CP002,Settled
TXN00003402,PAM0011,2020-08-25,Dividend,-153233.51,EUR,CP020,Settled
TXN00003403,PAM0011,2020-08-13,Redemption,-138724.22,EUR,CP026,Settled
TXN00003404,PAM0011,2020-08-17,Redemption,-1697367.86,EUR,CP011,Settled
TXN00003405,PAM0011,2020-08-14,Dividend,-186093.8,EUR,CP021,Settled
TXN00003406,PAM0011,2020-08-18,Management Fee,-637806.77,EUR,CP049,Settled
TXN00003407,PAM0011,2020-09-13,Redemption,-2370460.65,EUR,CP047,Settled
TXN00003408,PAM0011,2020-09-23,Redemption,-1082740.26,EUR,CP044,Settled
TXN00003409,PAM0011,2020-09-17,Subscription,2174878.44,EUR,CP009,Settled
TXN00003410,PAM0011,2020-09-10,Redemption,-619295.16,EUR,CP039,Settled
TXN00003411,PAM0011,2020-09-09,Redemption,-1590724.04,EUR,CP030,Settled
TXN00003412,PAM0011,2020-09-07,Redemption,-247264.74,EUR,CP049,Settled
TXN00003413,PAM0011,2020-09-19,Subscription,1674071.72,EUR,CP044,Settled
TXN00003414,PAM0011,2020-10-04,Redemption,-2275102.52,EUR,CP044,Settled
TXN00003415,PAM0011,2020-10-08,Management Fee,-583367.3,EUR,CP019,Settled
TXN00003416,PAM0011,2020-10-04,Redemption,-2578738.1,EUR,CP026,Settled
TXN00003417,PAM0011,2020-11-29,Subscription,2425882.61,EUR,CP031,Settled
TXN00003418,PAM0011,2020-11-15,Subscription,112655.11,EUR,CP033,Settled
TXN00003419,PAM0011,2020-11-14,Subscription,168465.05,EUR,CP039,Settled
TXN00003420,PAM0011,2020-11-26,Subscription,2642310.16,EUR,CP021,Settled
TXN00003421,PAM0011,2020-11-04,Redemption,-1643319.78,EUR,CP022,Settled
TXN00003422,PAM0011,2020-11-16,Redemption,-1730025.89,EUR,CP010,Settled
TXN00003423,PAM0011,2020-11-16,Subscription,4178566.58,EUR,CP017,Settled
TXN00003424,PAM0011,2020-11-09,Performance Fee,-140935.92,EUR,CP044,Settled
TXN00003425,PAM0011,2020-12-14,Subscription,3745105.16,EUR,CP035,Settled
TXN00003426,PAM0011,2020-12-07,Management Fee,-581664.52,EUR,CP039,Settled
TXN00003427,PAM0011,2020-12-05,Subscription,664637.36,EUR,CP049,Settled
TXN00003428,PAM0011,2020-12-26,Subscription,1534158.81,EUR,CP019,Settled
TXN00003429,PAM0011,2020-12-14,Expense,-23482.26,EUR,CP025,Settled
TXN00003430,PAM0011,2020-12-05,Subscription,1943102.21,EUR,CP003,Settled
TXN00003431,PAM0011,2020-12-20,Subscription,4395861.85,EUR,CP011,Settled
TXN00003432,PAM0011,2021-01-21,Dividend,-78481.53,EUR,CP043,Settled
TXN00003433,PAM0011,2021-01-12,Subscription,1050965.54,EUR,CP012,Settled
TXN00003434,PAM0011,2021-01-25,Performance Fee,-67404.25,EUR,CP043,Pending
TXN00003435,PAM0011,2021-01-28,Subscription,3849710.03,EUR,CP042,Settled
TXN00003436,PAM0011,2021-01-13,Management Fee,-635755.01,EUR,CP008,Settled
TXN00003437,PAM0011,2021-01-25,Redemption,-706525.76,EUR,CP029,Settled
TXN00003438,PAM0011,2021-02-27,Management Fee,-617487.86,EUR,CP013,Settled
TXN00003439,PAM0011,2021-02-08,Dividend,-116721.99,EUR,CP008,Settled
TXN00003440,PAM0011,2021-02-23,Dividend,-415339.85,EUR,CP021,Settled
TXN00003441,PAM0011,2021-02-09,Expense,-46065.19,EUR,CP013,Settled
TXN00003442,PAM0011,2021-02-25,Subscription,1979090.66,EUR,CP009,Settled
TXN00003443,PAM0011,2021-03-07,Management Fee,-562646.8,EUR,CP011,Settled
TXN00003444,PAM0011,2021-03-23,Dividend,-79843.36,EUR,CP041,Settled
TXN00003445,PAM0011,2021-03-13,Management Fee,-617735.98,EUR,CP014,Settled
TXN00003446,PAM0011,2021-03-20,Performance Fee,-16089.93,EUR,CP009,Settled
TXN00003447,PAM0011,2021-03-18,Subscription,2417749.87,EUR,CP028,Settled
TXN00003448,PAM0011,2021-03-23,Redemption,-613763.21,EUR,CP014,Settled
TXN00003449,PAM0011,2021-04-06,Subscription,643929.9,EUR,CP023,Settled
TXN00003450,PAM0011,2021-04-13,Dividend,-452059.38,EUR,CP041,Settled
TXN00003451,PAM0011,2021-04-10,Management Fee,-628941.63,EUR,CP033,Settled
TXN00003452,PAM0011,2021-04-04,Subscription,3716913.84,EUR,CP001,Settled
TXN00003453,PAM0011,2021-04-13,Subscription,2147751.75,EUR,CP012,Settled
TXN00003454,PAM0011,2021-05-31,Performance Fee,-173255.52,EUR,CP048,Settled
TXN00003455,PAM0011,2021-05-20,Management Fee,-583820.74,EUR,CP030,Settled
TXN00003456,PAM0011,2021-05-14,Subscription,1464028.89,EUR,CP021,Settled
TXN00003457,PAM0011,2021-06-22,Subscription,3722834.65,EUR,CP032,Settled
TXN00003458,PAM0011,2021-06-08,Redemption,-1660183.45,EUR,CP020,Settled
TXN00003459,PAM0011,2021-06-27,Subscription,3518681.24,EUR,CP027,Settled
TXN00003460,PAM0011,2021-06-10,Management Fee,-570987.0,EUR,CP004,Settled
TXN00003461,PAM0011,2021-06-17,Performance Fee,-18757.41,EUR,CP017,Settled
TXN00003462,PAM0011,2021-06-10,Dividend,-448422.07,EUR,CP032,Settled
TXN00003463,PAM0011,2021-06-21,Subscription,1109842.5,EUR,CP041,Settled
TXN00003464,PAM0011,2021-06-27,Management Fee,-614345.3,EUR,CP024,Settled
TXN00003465,PAM0011,2021-07-07,Management Fee,-568456.53,EUR,CP048,Settled
TXN00003466,PAM0011,2021-07-13,Dividend,-388109.13,EUR,CP015,Settled
TXN00003467,PAM0011,2021-07-08,Management Fee,-652386.0,EUR,CP003,Settled
TXN00003468,PAM0011,2021-07-07,Expense,-29431.99,EUR,CP008,Settled
TXN00003469,PAM0011,2021-07-10,Dividend,-232288.14,EUR,CP014,Settled
TXN00003470,PAM0011,2021-07-31,Performance Fee,0.0,EUR,CP049,Settled
TXN00003471,PAM0011,2021-07-14,Performance Fee,0.0,EUR,CP044,Settled
TXN00003472,PAM0011,2021-07-13,Subscription,3543024.18,EUR,CP013,Settled
TXN00003473,PAM0011,2021-08-21,Subscription,2864373.9,EUR,CP005,Settled
TXN00003474,PAM0011,2021-08-29,Subscription,4390460.44,EUR,CP023,Settled
TXN00003475,PAM0011,2021-08-20,Dividend,-238057.95,EUR,CP014,Settled
TXN00003476,PAM0011,2021-08-10,Subscription,779668.98,EUR,CP045,Settled
TXN00003477,PAM0011,2021-08-07,Performance Fee,-61626.13,EUR,CP034,Settled
TXN00003478,PAM0011,2021-08-18,Subscription,4363410.12,EUR,CP011,Settled
TXN00003479,PAM0011,2021-08-10,Expense,-29741.93,EUR,CP049,Settled
TXN00003480,PAM0011,2021-09-11,Redemption,-1541341.72,EUR,CP007,Settled
TXN00003481,PAM0011,2021-09-15,Expense,-12881.3,EUR,CP030,Settled
TXN00003482,PAM0011,2021-09-07,Subscription,493116.37,EUR,CP024,Settled
TXN00003483,PAM0011,2021-09-30,Performance Fee,-71942.48,EUR,CP031,Settled
TXN00003484,PAM0011,2021-09-23,Subscription,2808514.68,EUR,CP032,Settled
TXN00003485,PAM0011,2021-10-14,Redemption,-357031.51,EUR,CP045,Settled
TXN00003486,PAM0011,2021-10-10,Subscription,1826003.86,EUR,CP042,Settled
TXN00003487,PAM0011,2021-10-23,Performance Fee,-101442.31,EUR,CP014,Settled
TXN00003488,PAM0011,2021-10-12,Redemption,-908288.86,EUR,CP016,Settled
TXN00003489,PAM0011,2021-11-04,Subscription,3549881.74,EUR,CP009,Settled
TXN00003490,PAM0011,2021-11-12,Performance Fee,0.0,EUR,CP004,Pending
TXN00003491,PAM0011,2021-11-10,Management Fee,-565703.31,EUR,CP046,Settled
TXN00003492,PAM0011,2021-11-13,Redemption,-2705425.44,EUR,CP001,Settled
TXN00003493,PAM0011,2021-12-22,Redemption,-1138500.55,EUR,CP026,Settled
TXN00003494,PAM0011,2021-12-07,Dividend,-412595.25,EUR,CP038,Settled
TXN00003495,PAM0011,2021-12-22,Dividend,-223512.6,EUR,CP002,Settled
TXN00003496,PAM0011,2021-12-20,Subscription,1509141.6,EUR,CP006,Settled
TXN00003497,PAM0011,2021-12-15,Expense,-16347.15,EUR,CP006,Settled
TXN00003498,PAM0011,2022-01-21,Redemption,-1978563.6,EUR,CP036,Settled
TXN00003499,PAM0011,2022-01-18,Subscription,3898279.22,EUR,CP037,Settled
TXN00003500,PAM0011,2022-01-28,Redemption,-396958.23,EUR,CP037,Settled
TXN00003501,PAM0011,2022-01-15,Redemption,-1893975.6,EUR,CP018,Settled
TXN00003502,PAM0011,2022-01-05,Redemption,-2482748.05,EUR,CP038,Settled
TXN00003503,PAM0011,2022-01-24,Management Fee,-676158.84,EUR,CP037,Settled
TXN00003504,PAM0011,2022-01-21,Subscription,524939.68,EUR,CP020,Settled
TXN00003505,PAM0011,2022-01-18,Subscription,4921695.11,EUR,CP040,Settled
TXN00003506,PAM0011,2022-02-02,Subscription,4015781.65,EUR,CP012,Settled
TXN00003507,PAM0011,2022-02-03,Expense,-48398.75,EUR,CP028,Settled
TXN00003508,PAM0011,2022-02-18,Redemption,-1204114.66,EUR,CP040,Settled
TXN00003509,PAM0011,2022-02-26,Dividend,-377607.2,EUR,CP039,Settled
TXN00003510,PAM0011,2022-03-17,Subscription,819807.61,EUR,CP014,Settled
TXN00003511,PAM0011,2022-03-20,Subscription,3082943.8,EUR,CP020,Settled
TXN00003512,PAM0011,2022-03-10,Subscription,1854774.93,EUR,CP034,Settled
TXN00003513,PAM0011,2022-03-17,Redemption,-1610724.06,EUR,CP023,Settled
TXN00003514,PAM0011,2022-04-13,Subscription,2331359.97,EUR,CP028,Settled
TXN00003515,PAM0011,2022-04-05,Dividend,-156906.72,EUR,CP031,Settled
TXN00003516,PAM0011,2022-04-09,Performance Fee,0.0,EUR,CP036,Settled
TXN00003517,PAM0011,2022-04-09,Subscription,418981.35,EUR,CP019,Settled
TXN00003518,PAM0011,2022-04-05,Redemption,-1221823.74,EUR,CP018,Settled
TXN00003519,PAM0011,2022-05-16,Dividend,-99225.66,EUR,CP044,Settled
TXN00003520,PAM0011,2022-05-23,Redemption,-1464953.06,EUR,CP032,Pending
TXN00003521,PAM0011,2022-05-16,Management Fee,-622379.74,EUR,CP045,Settled
TXN00003522,PAM0011,2022-06-08,Subscription,932799.88,EUR,CP032,Settled
TXN00003523,PAM0011,2022-06-22,Expense,-48601.42,EUR,CP041,Settled
TXN00003524,PAM0011,2022-06-26,Expense,-28766.7,EUR,CP011,Settled
TXN00003525,PAM0011,2022-06-05,Redemption,-738766.52,EUR,CP037,Settled
TXN00003526,PAM0011,2022-06-12,Subscription,2918797.21,EUR,CP008,Settled
TXN00003527,PAM0011,2022-07-12,Dividend,-482999.75,EUR,CP014,Settled
TXN00003528,PAM0011,2022-07-12,Redemption,-1289157.32,EUR,CP035,Settled
TXN00003529,PAM0011,2022-07-31,Redemption,-2717724.95,EUR,CP031,Settled
TXN00003530,PAM0011,2022-08-26,Subscription,4655366.62,EUR,CP016,Settled
TXN00003531,PAM0011,2022-08-15,Subscription,3546034.34,EUR,CP032,Settled
TXN00003532,PAM0011,2022-08-23,Subscription,4557765.2,EUR,CP039,Settled
TXN00003533,PAM0011,2022-08-04,Redemption,-499375.89,EUR,CP017,Settled
TXN00003534,PAM0011,2022-08-21,Performance Fee,0.0,EUR,CP042,Settled
TXN00003535,PAM0011,2022-08-04,Subscription,3133974.09,EUR,CP021,Settled
TXN00003536,PAM0011,2022-09-03,Dividend,-344424.89,EUR,CP049,Settled
TXN00003537,PAM0011,2022-09-21,Subscription,1605268.55,EUR,CP040,Settled
TXN00003538,PAM0011,2022-09-24,Subscription,810103.01,EUR,CP019,Settled
TXN00003539,PAM0011,2022-09-26,Performance Fee,0.0,EUR,CP004,Settled
TXN00003540,PAM0011,2022-09-07,Subscription,935701.49,EUR,CP003,Settled
TXN00003541,PAM0011,2022-09-21,Expense,-24957.6,EUR,CP033,Settled
TXN00003542,PAM0011,2022-09-20,Subscription,847311.12,EUR,CP045,Settled
TXN00003543,PAM0011,2022-10-04,Redemption,-2398645.94,EUR,CP047,Settled
TXN00003544,PAM0011,2022-10-07,Expense,-21014.78,EUR,CP008,Settled
TXN00003545,PAM0011,2022-10-28,Subscription,3968856.12,EUR,CP029,Settled
TXN00003546,PAM0011,2022-10-10,Management Fee,-602967.08,EUR,CP045,Settled
TXN00003547,PAM0011,2022-10-24,Redemption,-1965461.74,EUR,CP020,Settled
TXN00003548,PAM0011,2022-11-11,Subscription,3773472.79,EUR,CP020,Settled
TXN00003549,PAM0011,2022-11-25,Redemption,-2721276.96,EUR,CP023,Settled
TXN00003550,PAM0011,2022-11-11,Dividend,-98204.75,EUR,CP004,Settled
TXN00003551,PAM0011,2022-11-25,Performance Fee,0.0,EUR,CP039,Settled
TXN00003552,PAM0011,2022-11-13,Redemption,-349139.77,EUR,CP030,Settled
TXN00003553,PAM0011,2022-12-26,Redemption,-2676471.22,EUR,CP038,Settled
TXN00003554,PAM0011,2022-12-30,Subscription,1350672.45,EUR,CP021,Settled
TXN00003555,PAM0011,2022-12-08,Subscription,2840814.38,EUR,CP038,Settled
TXN00003556,PAM0011,2023-01-13,Dividend,-247522.39,EUR,CP020,Settled
TXN00003557,PAM0011,2023-01-10,Management Fee,-671709.7,EUR,CP048,Settled
TXN00003558,PAM0011,2023-01-21,Expense,-6458.82,EUR,CP048,Settled
TXN00003559,PAM0011,2023-01-19,Redemption,-438724.04,EUR,CP023,Settled
TXN00003560,PAM0011,2023-01-08,Redemption,-1279160.43,EUR,CP049,Settled
TXN00003561,PAM0011,2023-01-26,Management Fee,-608737.45,EUR,CP015,Pending
TXN00003562,PAM0011,2023-02-23,Performance Fee,0.0,EUR,CP035,Settled
TXN00003563,PAM0011,2023-02-12,Subscription,2579720.38,EUR,CP039,Settled
TXN00003564,PAM0011,2023-02-27,Expense,-16385.28,EUR,CP030,Settled
TXN00003565,PAM0011,2023-02-02,Redemption,-2574348.94,EUR,CP028,Settled
TXN00003566,PAM0011,2023-02-22,Subscription,2236275.1,EUR,CP012,Settled
TXN00003567,PAM0011,2023-02-26,Management Fee,-653356.68,EUR,CP002,Settled
TXN00003568,PAM0011,2023-02-02,Dividend,-193736.3,EUR,CP027,Settled
TXN00003569,PAM0011,2023-02-14,Management Fee,-597492.96,EUR,CP036,Settled
TXN00003570,PAM0011,2023-03-24,Redemption,-1903882.03,EUR,CP021,Settled
TXN00003571,PAM0011,2023-03-23,Redemption,-268007.08,EUR,CP032,Settled
TXN00003572,PAM0011,2023-03-29,Subscription,1327597.63,EUR,CP016,Failed
TXN00003573,PAM0011,2023-03-18,Management Fee,-567646.75,EUR,CP007,Settled
TXN00003574,PAM0011,2023-03-05,Redemption,-2268009.02,EUR,CP032,Settled
TXN00003575,PAM0011,2023-03-04,Redemption,-972779.86,EUR,CP009,Settled
TXN00003576,PAM0011,2023-04-28,Subscription,3966638.94,EUR,CP007,Settled
TXN00003577,PAM0011,2023-04-13,Redemption,-2335181.54,EUR,CP001,Settled
TXN00003578,PAM0011,2023-04-04,Dividend,-439540.74,EUR,CP040,Settled
TXN00003579,PAM0011,2023-04-28,Redemption,-519512.07,EUR,CP049,Settled
TXN00003580,PAM0011,2023-04-09,Subscription,2977062.59,EUR,CP010,Settled
TXN00003581,PAM0011,2023-04-27,Performance Fee,0.0,EUR,CP024,Settled
TXN00003582,PAM0011,2023-04-21,Redemption,-1261922.64,EUR,CP046,Settled
TXN00003583,PAM0011,2023-04-05,Redemption,-1131072.4,EUR,CP032,Settled
TXN00003584,PAM0011,2023-05-18,Subscription,235496.06,EUR,CP003,Settled
TXN00003585,PAM0011,2023-05-21,Management Fee,-580647.32,EUR,CP027,Settled
TXN00003586,PAM0011,2023-05-08,Redemption,-2483672.55,EUR,CP020,Settled
TXN00003587,PAM0011,2023-05-21,Subscription,1882675.39,EUR,CP046,Settled
TXN00003588,PAM0011,2023-05-28,Management Fee,-558726.83,EUR,CP049,Settled
TXN00003589,PAM0011,2023-06-03,Subscription,4336569.9,EUR,CP002,Settled
TXN00003590,PAM0011,2023-06-09,Dividend,-270735.0,EUR,CP039,Settled
TXN00003591,PAM0011,2023-06-03,Redemption,-1115991.37,EUR,CP009,Settled
TXN00003592,PAM0011,2023-07-23,Subscription,4478888.2,EUR,CP035,Settled
TXN00003593,PAM0011,2023-07-18,Dividend,-154876.94,EUR,CP019,Settled
TXN00003594,PAM0011,2023-07-25,Performance Fee,-130960.42,EUR,CP026,Settled
TXN00003595,PAM0011,2023-08-19,Dividend,-381627.43,EUR,CP040,Settled
TXN00003596,PAM0011,2023-08-15,Redemption,-1053486.76,EUR,CP017,Settled
TXN00003597,PAM0011,2023-08-27,Redemption,-2704781.83,EUR,CP009,Settled
TXN00003598,PAM0011,2023-08-26,Redemption,-2784241.89,EUR,CP001,Settled
TXN00003599,PAM0011,2023-08-31,Subscription,777314.99,EUR,CP038,Settled
TXN00003600,PAM0011,2023-08-18,Dividend,-423770.67,EUR,CP045,Settled
TXN00003601,PAM0011,2023-09-16,Redemption,-473461.81,EUR,CP018,Settled
TXN00003602,PAM0011,2023-09-08,Subscription,4544976.79,EUR,CP013,Settled
TXN00003603,PAM0011,2023-09-23,Dividend,-164590.5,EUR,CP007,Settled
TXN00003604,PAM0011,2023-09-19,Management Fee,-641323.49,EUR,CP007,Settled
TXN00003605,PAM0011,2023-09-13,Redemption,-737196.97,EUR,CP027,Settled
TXN00003606,PAM0011,2023-09-09,Subscription,1841703.82,EUR,CP029,Settled
TXN00003607,PAM0011,2023-09-08,Performance Fee,-160944.01,EUR,CP005,Settled
TXN00003608,PAM0011,2023-09-30,Redemption,-1401533.83,EUR,CP004,Settled
TXN00003609,PAM0011,2023-10-19,Dividend,-227382.71,EUR,CP042,Settled
TXN00003610,PAM0011,2023-10-13,Performance Fee,0.0,EUR,CP018,Settled
TXN00003611,PAM0011,2023-10-05,Redemption,-2740492.96,EUR,CP021,Settled
TXN00003612,PAM0011,2023-11-26,Subscription,3977776.14,EUR,CP040,Settled
TXN00003613,PAM0011,2023-11-13,Redemption,-2439349.78,EUR,CP020,Settled
TXN00003614,PAM0011,2023-11-16,Dividend,-125750.08,EUR,CP019,Settled
TXN00003615,PAM0011,2023-11-10,Dividend,-228748.13,EUR,CP035,Settled
TXN00003616,PAM0011,2023-11-29,Subscription,1698756.26,EUR,CP012,Settled
TXN00003617,PAM0011,2023-11-17,Subscription,2642989.52,EUR,CP029,Settled
TXN00003618,PAM0011,2023-11-17,Subscription,3803665.01,EUR,CP036,Settled
TXN00003619,PAM0011,2023-11-19,Management Fee,-574959.95,EUR,CP010,Settled
TXN00003620,PAM0011,2023-12-30,Management Fee,-559146.18,EUR,CP009,Settled
TXN00003621,PAM0011,2023-12-27,Subscription,104871.49,EUR,CP024,Settled
TXN00003622,PAM0011,2023-12-07,Redemption,-2892216.07,EUR,CP044,Settled
TXN00003623,PAM0011,2023-12-11,Management Fee,-564831.5,EUR,CP002,Settled
TXN00003624,PAM0011,2023-12-09,Management Fee,-630130.76,EUR,CP011,Settled
TXN00003625,PAM0011,2024-01-06,Subscription,299411.6,EUR,CP014,Settled
TXN00003626,PAM0011,2024-01-22,Redemption,-2715430.61,EUR,CP043,Settled
TXN00003627,PAM0011,2024-01-06,Subscription,4911070.52,EUR,CP033,Settled
TXN00003628,PAM0011,2024-01-19,Management Fee,-585092.92,EUR,CP045,Settled
TXN00003629,PAM0011,2024-02-16,Performance Fee,-82767.91,EUR,CP027,Settled
TXN00003630,PAM0011,2024-02-10,Redemption,-476114.15,EUR,CP040,Settled
TXN00003631,PAM0011,2024-02-15,Redemption,-2792560.38,EUR,CP028,Settled
TXN00003632,PAM0011,2024-02-24,Redemption,-2172435.86,EUR,CP004,Settled
TXN00003633,PAM0011,2024-02-15,Subscription,420379.7,EUR,CP013,Settled
TXN00003634,PAM0011,2024-02-28,Redemption,-1618839.58,EUR,CP009,Settled
TXN00003635,PAM0011,2024-02-11,Redemption,-1049370.27,EUR,CP016,Settled
TXN00003636,PAM0011,2024-02-03,Management Fee,-620320.1,EUR,CP023,Settled
TXN00003637,PAM0011,2024-03-13,Dividend,-376275.02,EUR,CP018,Settled
TXN00003638,PAM0011,2024-03-20,Subscription,2680824.6,EUR,CP048,Settled
TXN00003639,PAM0011,2024-03-08,Expense,-33019.95,EUR,CP013,Pending
TXN00003640,PAM0011,2024-04-03,Redemption,-1324495.64,EUR,CP019,Settled
TXN00003641,PAM0011,2024-04-09,Subscription,1410632.02,EUR,CP030,Settled
TXN00003642,PAM0011,2024-04-19,Performance Fee,0.0,EUR,CP014,Settled
TXN00003643,PAM0011,2024-04-18,Expense,-41668.88,EUR,CP009,Settled
TXN00003644,PAM0011,2024-05-19,Management Fee,-566245.41,EUR,CP026,Settled
TXN00003645,PAM0011,2024-05-30,Dividend,-285272.93,EUR,CP016,Settled
TXN00003646,PAM0011,2024-05-24,Redemption,-242603.46,EUR,CP005,Settled
TXN00003647,PAM0011,2024-05-15,Subscription,3626475.77,EUR,CP044,Settled
TXN00003648,PAM0011,2024-05-11,Redemption,-184305.74,EUR,CP011,Settled
TXN00003649,PAM0011,2024-05-06,Subscription,3387314.02,EUR,CP033,Pending
TXN00003650,PAM0011,2024-06-18,Subscription,4590769.28,EUR,CP036,Settled
TXN00003651,PAM0011,2024-06-05,Subscription,1300701.54,EUR,CP015,Settled
TXN00003652,PAM0011,2024-06-29,Management Fee,-651028.1,EUR,CP002,Settled
TXN00003653,PAM0011,2024-06-25,Subscription,2217456.81,EUR,CP028,Settled
TXN00003654,PAM0011,2024-06-22,Redemption,-1519149.85,EUR,CP029,Settled
TXN00003655,PAM0011,2024-06-24,Redemption,-2421770.8,EUR,CP048,Settled
TXN00003656,PAM0011,2024-07-29,Management Fee,-664935.41,EUR,CP011,Settled
TXN00003657,PAM0011,2024-07-30,Management Fee,-578235.18,EUR,CP001,Settled
TXN00003658,PAM0011,2024-07-29,Management Fee,-653995.12,EUR,CP016,Settled
TXN00003659,PAM0011,2024-07-08,Redemption,-2623956.71,EUR,CP035,Failed
TXN00003660,PAM0011,2024-07-06,Performance Fee,0.0,EUR,CP044,Settled
TXN00003661,PAM0011,2024-07-14,Subscription,4298446.68,EUR,CP033,Settled
TXN00003662,PAM0011,2024-07-27,Dividend,-491995.45,EUR,CP025,Settled
TXN00003663,PAM0011,2024-07-04,Performance Fee,-81295.44,EUR,CP019,Settled
TXN00003664,PAM0011,2024-08-04,Subscription,2852487.13,EUR,CP011,Settled
TXN00003665,PAM0011,2024-08-20,Subscription,3682583.45,EUR,CP015,Settled
TXN00003666,PAM0011,2024-08-19,Dividend,-308439.07,EUR,CP042,Settled
