trade_id,fund_id,trade_date,security,security_type,direction,quantity,price,notional,commission,status
TRD00007015,PAM0014,2024-02-29,TIPS,Fixed Income,Sell,9073,368.336,3341912.86,2431.7,Settled
TRD00007016,PAM0014,2023-05-07,IG_CORP,Fixed Income,Buy,2511,277.4098,696575.97,681.97,Settled
TRD00007017,PAM0014,2020-01-22,IG_CORP,Fixed Income,Buy,8504,187.2181,1592102.8,798.76,Settled
TRD00007018,PAM0014,2021-04-27,MSFT,Equity,Sell,7627,406.6294,3101362.24,2245.92,Settled
TRD00007019,PAM0014,2024-03-30,IG_CORP,Fixed Income,Sell,2079,211.548,439808.21,432.72,Settled
TRD00007020,PAM0014,2023-09-17,OIL,Alternative,Buy,7917,101.2498,801594.61,699.48,Settled
TRD00007021,PAM0014,2020-10-19,BRK.B,Equity,Sell,4590,94.7512,434908.05,205.41,Pending
TRD00007022,PAM0014,2023-12-27,GOOGL,Equity,Buy,4267,127.6923,544862.86,156.8,Settled
TRD00007023,PAM0014,2024-07-27,TIPS,Fixed Income,Buy,5436,197.6921,1074654.14,908.98,Pending
TRD00007024,PAM0014,2024-01-26,US10Y,Fixed Income,Sell,4883,243.2514,1187796.77,1081.99,Settled
TRD00007025,PAM0014,2023-04-18,GOLD,Alternative,Buy,4271,119.7891,511619.19,386.46,Settled
TRD00007026,PAM0014,2022-09-22,AAPL,Equity,Buy,8828,423.6681,3740142.13,2513.66,Settled
TRD00007027,PAM0014,2021-05-23,OIL,Alternative,Sell,1890,151.5697,286466.66,59.63,Settled
TRD00007028,PAM0014,2024-03-13,GS,Equity,Buy,6332,163.1072,1032794.95,486.98,Settled
TRD00007029,PAM0014,2024-05-10,AAPL,Equity,Buy,5305,64.4579,341949.26,316.88,Settled
TRD00007030,PAM0014,2022-09-11,US2Y,Fixed Income,Sell,8035,435.8749,3502254.65,3363.47,Settled
TRD00007031,PAM0014,2023-07-03,AMZN,Equity,Sell,9833,243.4044,2393394.98,1849.83,Pending
TRD00007032,PAM0014,2020-07-17,BTC,Alternative,Sell,2376,429.3857,1020220.37,570.34,Settled
TRD00007033,PAM0014,2023-07-12,TIPS,Fixed Income,Buy,8306,198.6811,1650245.06,366.26,Settled
TRD00007034,PAM0014,2021-08-14,JPM,Equity,Buy,8692,420.5047,3655026.52,1829.17,Settled
TRD00007035,PAM0014,2024-07-07,TIPS,Fixed Income,Sell,3627,304.0701,1102862.35,940.93,Settled
TRD00007036,PAM0014,2024-01-07,MSFT,Equity,Sell,8692,20.4681,177908.32,48.76,Pending
TRD00007037,PAM0014,2021-06-29,BTC,Alternative,Buy,6595,399.5097,2634766.54,511.51,Settled
TRD00007038,PAM0014,2022-11-18,GOLD,Alternative,Sell,6060,158.6404,961360.96,662.45,Settled
TRD00007039,PAM0014,2022-01-19,HY_CORP,Fixed Income,Buy,9253,190.8574,1766003.69,856.21,Settled
TRD00007040,PAM0014,2022-10-09,OIL,Alternative,Sell,6506,73.9194,480919.35,112.37,Settled
TRD00007041,PAM0014,2023-10-27,GOOGL,Equity,Sell,6991,87.7242,613279.96,546.22,Settled
TRD00007042,PAM0014,2022-12-16,BRK.B,Equity,Buy,5701,459.808,2621365.13,357.68,Settled
TRD00007043,PAM0014,2023-06-30,GS,Equity,Sell,951,374.4563,356107.92,188.36,Settled
TRD00007044,PAM0014,2024-11-04,AMZN,Equity,Sell,1105,300.7564,332335.79,224.05,Settled
TRD00007045,PAM0014,2022-03-02,BTC,Alternative,Buy,741,430.8829,319284.26,69.78,Settled
TRD00007046,PAM0014,2020-04-22,OIL,Alternative,Sell,6041,313.0078,1890880.27,970.92,Settled
TRD00007047,PAM0014,2022-01-06,IG_CORP,Fixed Income,Buy,7175,486.6503,3491716.17,2758.6,Settled
TRD00007048,PAM0014,2022-08-03,BRK.B,Equity,Sell,8688,291.2589,2530457.16,1834.42,Settled
TRD00007049,PAM0014,2024-04-09,AMZN,Equity,Buy,7994,349.5763,2794513.08,1715.87,Settled
TRD00007050,PAM0014,2023-08-04,JPM,Equity,Sell,8522,178.388,1520222.21,330.4,Settled
TRD00007051,PAM0014,2022-04-06,US10Y,Fixed Income,Buy,2421,453.8779,1098838.31,397.6,Settled
TRD00007052,PAM0014,2021-01-12,GS,Equity,Sell,2922,369.9389,1080961.43,894.12,Settled
TRD00007053,PAM0014,2021-10-06,META,Equity,Sell,1291,98.0386,126567.87,94.5,Settled
TRD00007054,PAM0014,2023-01-28,HY_CORP,Fixed Income,Sell,2216,157.9464,350009.33,40.57,Settled
TRD00007055,PAM0014,2020-06-15,AMZN,Equity,Sell,6431,221.3096,1423241.92,318.5,Settled
TRD00007056,PAM0014,2023-04-14,IG_CORP,Fixed Income,Sell,6557,130.6539,856697.65,334.99,Settled
TRD00007057,PAM0014,2024-12-23,BTC,Alternative,Sell,9394,196.7241,1848025.73,1692.54,Settled
TRD00007058,PAM0014,2022-09-06,AMZN,Equity,Buy,4633,174.4308,808138.1,557.21,Settled
TRD00007059,PAM0014,2020-08-15,GOLD,Alternative,Buy,239,161.9969,38717.26,21.08,Settled
TRD00007060,PAM0014,2020-04-21,AAPL,Equity,Buy,3098,395.7506,1226035.41,649.64,Settled
TRD00007061,PAM0014,2022-03-16,TIPS,Fixed Income,Buy,6563,370.5972,2432229.4,1785.8,Settled
TRD00007062,PAM0014,2022-11-19,AMZN,Equity,Sell,9948,298.1028,2965526.55,2215.25,Settled
TRD00007063,PAM0014,2020-12-28,META,Equity,Sell,2073,300.6921,623334.82,234.43,Settled
TRD00007064,PAM0014,2023-07-08,GOOGL,Equity,Sell,9498,213.0268,2023328.65,1310.39,Settled
TRD00007065,PAM0014,2020-08-16,US2Y,Fixed Income,Sell,6903,160.9331,1110921.27,936.24,Settled
TRD00007066,PAM0014,2020-01-06,BTC,Alternative,Sell,2253,271.9591,612723.89,182.74,Settled
TRD00007067,PAM0014,2024-03-21,MSFT,Equity,Buy,7970,362.8382,2891820.2,831.64,Settled
TRD00007068,PAM0014,2020-08-04,META,Equity,Sell,7864,282.4024,2220812.45,2161.31,Settled
TRD00007069,PAM0014,2024-12-02,GOOGL,Equity,Buy,676,292.0887,197451.95,31.3,Settled
TRD00007070,PAM0014,2021-06-12,META,Equity,Buy,4966,484.2074,2404573.9,1042.16,Settled
TRD00007071,PAM0014,2023-11-17,TIPS,Fixed Income,Sell,5152,261.9456,1349543.84,160.35,Settled
TRD00007072,PAM0014,2024-01-15,OIL,Alternative,Buy,6352,65.4112,415491.67,190.97,Settled
TRD00007073,PAM0014,2022-01-17,US10Y,Fixed Income,Sell,6847,449.7352,3079337.12,2957.65,Settled
TRD00007074,PAM0014,2024-10-12,MSFT,Equity,Buy,3643,249.2117,907878.31,639.57,Settled
TRD00007075,PAM0014,2021-06-04,OIL,Alternative,Buy,6051,257.0923,1555665.66,441.58,Settled
TRD00007076,PAM0014,2022-11-11,AAPL,Equity,Buy,5248,216.1271,1134234.88,850.21,Settled
TRD00007077,PAM0014,2020-01-23,JPM,Equity,Buy,649,422.0309,273898.06,92.71,Settled
TRD00007078,PAM0014,2020-04-10,IG_CORP,Fixed Income,Sell,6586,406.7557,2678892.77,362.47,Settled
TRD00007079,PAM0014,2021-11-07,TIPS,Fixed Income,Sell,344,478.0915,164463.47,149.8,Settled
TRD00007080,PAM0014,2022-03-05,MSFT,Equity,Buy,3863,189.1686,730758.42,145.93,Settled
TRD00007081,PAM0014,2022-06-28,AAPL,Equity,Sell,7403,132.1947,978637.67,123.05,Settled
TRD00007082,PAM0014,2021-01-02,BTC,Alternative,Buy,6530,338.3858,2209659.53,301.12,Settled
TRD00007083,PAM0014,2022-04-24,AMZN,Equity,Buy,3032,305.8341,927289.03,624.15,Settled
TRD00007084,PAM0014,2022-01-15,AAPL,Equity,Buy,340,409.5078,139232.66,61.38,Settled
TRD00007085,PAM0014,2022-05-21,AAPL,Equity,Sell,9554,335.4529,3204917.08,960.41,Settled
TRD00007086,PAM0014,2023-03-08,TIPS,Fixed Income,Buy,2188,26.7086,58438.31,10.77,Settled
TRD00007087,PAM0014,2020-10-24,US2Y,Fixed Income,Sell,2272,456.3602,1036850.42,954.65,Settled
TRD00007088,PAM0014,2022-08-04,US10Y,Fixed Income,Buy,710,169.7281,120506.99,84.74,Settled
TRD00007089,PAM0014,2022-04-14,GOLD,Alternative,Sell,7251,69.9013,506854.32,437.21,Settled
TRD00007090,PAM0014,2020-03-09,BTC,Alternative,Sell,4369,251.2407,1097670.83,775.44,Settled
TRD00007091,PAM0014,2023-01-09,HY_CORP,Fixed Income,Sell,3816,360.0007,1373762.85,568.75,Settled
TRD00007092,PAM0014,2022-06-05,TIPS,Fixed Income,Buy,9990,24.0981,240739.87,234.52,Settled
TRD00007093,PAM0014,2024-09-09,US2Y,Fixed Income,Sell,9292,187.6795,1743917.46,391.68,Settled
TRD00007094,PAM0014,2022-08-10,HY_CORP,Fixed Income,Buy,4574,238.6941,1091786.73,543.13,Settled
TRD00007095,PAM0014,2023-06-17,AMZN,Equity,Buy,420,406.7047,170815.96,116.85,Settled
TRD00007096,PAM0014,2023-07-22,META,Equity,Buy,1425,103.4352,147395.21,84.08,Settled
TRD00007097,PAM0014,2022-02-07,BTC,Alternative,Buy,1169,284.6398,332743.88,100.04,Settled
TRD00007098,PAM0014,2020-05-07,GOOGL,Equity,Sell,5384,295.4206,1590544.32,1385.06,Settled
TRD00007099,PAM0014,2021-12-14,META,Equity,Buy,719,181.4627,130471.67,33.62,Settled
TRD00007100,PAM0014,2020-11-05,US10Y,Fixed Income,Sell,6850,132.805,909714.08,686.01,Settled
TRD00007101,PAM0014,2023-10-13,IG_CORP,Fixed Income,Sell,8103,108.2717,877325.92,114.55,Settled
TRD00007102,PAM0014,2022-07-06,BTC,Alternative,Sell,3150,293.3177,923950.79,518.91,Settled
TRD00007103,PAM0014,2021-06-23,GOOGL,Equity,Sell,4720,141.7295,668963.22,396.49,Settled
TRD00007104,PAM0014,2023-05-20,GS,Equity,Sell,254,238.3226,60533.94,9.78,Pending
TRD00007105,PAM0014,2021-02-10,GOOGL,Equity,Buy,8188,225.0355,1842590.89,521.9,Settled
TRD00007106,PAM0014,2023-06-10,IG_CORP,Fixed Income,Buy,1552,14.4279,22392.16,6.85,Settled
TRD00007107,PAM0014,2020-05-09,AAPL,Equity,Buy,7249,464.2127,3365078.15,3158.42,Settled
TRD00007108,PAM0014,2020-07-30,IG_CORP,Fixed Income,Buy,1180,63.9483,75458.95,34.42,Settled
TRD00007109,PAM0014,2023-10-29,JPM,Equity,Sell,5981,215.1513,1286819.7,853.22,Settled
TRD00007110,PAM0014,2024-04-07,BRK.B,Equity,Sell,8611,147.2164,1267680.21,1077.68,Settled
TRD00007111,PAM0014,2022-03-19,JPM,Equity,Sell,6276,85.2069,534758.48,305.36,Settled
TRD00007112,PAM0014,2021-12-03,GOOGL,Equity,Buy,5123,425.6721,2180717.97,1695.98,Settled
TRD00007113,PAM0014,2020-06-21,GOOGL,Equity,Sell,4760,42.8295,203868.34,66.39,Settled
TRD00007114,PAM0014,2021-09-12,GOLD,Alternative,Buy,5879,411.6103,2419857.05,673.06,Settled
TRD00007115,PAM0014,2020-03-08,GOLD,Alternative,Sell,4614,56.4894,260642.11,216.17,Settled
TRD00007116,PAM0014,2021-11-23,GS,Equity,Buy,6058,207.1238,1254755.85,785.67,Settled
TRD00007117,PAM0014,2021-10-05,BRK.B,Equity,Sell,9438,231.0955,2181079.48,580.29,Settled
TRD00007118,PAM0014,2021-01-23,GOOGL,Equity,Buy,7636,309.6384,2364398.65,1348.41,Settled
TRD00007119,PAM0014,2020-09-22,AMZN,Equity,Buy,2778,407.8038,1132878.97,119.02,Settled
TRD00007120,PAM0014,2023-05-17,OIL,Alternative,Sell,7820,271.7112,2124781.23,1569.69,Settled
TRD00007121,PAM0014,2023-10-11,BTC,Alternative,Buy,4377,489.933,2144436.91,1312.59,Settled
TRD00007122,PAM0014,2023-03-20,AAPL,Equity,Sell,4192,146.6183,614623.84,584.36,Settled
TRD00007123,PAM0014,2023-07-26,AMZN,Equity,Sell,4552,370.6251,1687085.46,1212.55,Settled
TRD00007124,PAM0014,2024-03-26,MSFT,Equity,Sell,7015,37.7838,265053.64,71.62,Settled
TRD00007125,PAM0014,2024-05-19,TIPS,Fixed Income,Sell,9036,268.7639,2428550.82,1542.19,Settled
TRD00007126,PAM0014,2023-05-24,AMZN,Equity,Buy,1784,78.8955,140749.49,66.57,Settled
TRD00007127,PAM0014,2024-07-29,BTC,Alternative,Buy,2935,253.6594,744490.32,207.74,Settled
TRD00007128,PAM0014,2023-08-20,AAPL,Equity,Sell,4173,437.3309,1824981.78,1205.8,Settled
TRD00007129,PAM0014,2023-08-03,TIPS,Fixed Income,Buy,444,420.1273,186536.51,161.32,Settled
TRD00007130,PAM0014,2022-04-10,GOOGL,Equity,Buy,3646,138.2228,503960.31,502.81,Settled
TRD00007131,PAM0014,2022-01-11,US2Y,Fixed Income,Buy,4896,118.3461,579422.47,416.57,Settled
TRD00007132,PAM0014,2020-10-07,AAPL,Equity,Buy,4525,195.025,882488.34,261.96,Settled
TRD00007133,PAM0014,2021-03-31,TIPS,Fixed Income,Buy,2559,28.9748,74146.59,48.77,Settled
TRD00007134,PAM0014,2021-07-04,US2Y,Fixed Income,Sell,3236,440.5092,1425487.62,1017.41,Settled
TRD00007135,PAM0014,2023-10-26,GOOGL,Equity,Buy,8858,54.9845,487052.63,135.85,Settled
TRD00007136,PAM0014,2020-10-01,HY_CORP,Fixed Income,Buy,408,368.1472,150204.07,113.52,Settled
TRD00007137,PAM0014,2020-04-19,US2Y,Fixed Income,Buy,9855,499.1842,4919460.77,3037.75,Settled
TRD00007138,PAM0014,2024-07-19,JPM,Equity,Sell,6712,109.5339,735191.38,498.63,Settled
TRD00007139,PAM0014,2021-08-31,BTC,Alternative,Buy,168,438.7872,73716.26,73.0,Settled
TRD00007140,PAM0014,2021-05-05,US2Y,Fixed Income,Buy,9335,360.4604,3364898.06,1476.04,Settled
TRD00007141,PAM0014,2024-03-21,BRK.B,Equity,Buy,7494,124.402,932268.8,307.84,Settled
TRD00007142,PAM0014,2021-11-20,HY_CORP,Fixed Income,Sell,2467,260.7603,643295.62,438.47,Settled
TRD00007143,PAM0014,2021-03-05,GOLD,Alternative,Buy,3147,158.5306,498895.67,451.08,Settled
TRD00007144,PAM0014,2024-08-02,OIL,Alternative,Sell,7608,148.9942,1133548.24,386.78,Settled
TRD00007145,PAM0014,2023-09-19,US2Y,Fixed Income,Sell,6257,159.8361,1000094.49,544.9,Settled
TRD00007146,PAM0014,2024-12-13,AMZN,Equity,Sell,6701,344.4385,2308082.19,889.89,Settled
TRD00007147,PAM0014,2022-04-12,AAPL,Equity,Sell,7752,484.1459,3753098.94,2007.89,Settled
TRD00007148,PAM0014,2021-01-25,IG_CORP,Fixed Income,Buy,6298,22.7576,143327.37,114.41,Settled
TRD00007149,PAM0014,2020-02-04,US10Y,Fixed Income,Sell,2903,325.2173,944105.83,577.2,Settled
TRD00007150,PAM0014,2024-06-18,JPM,Equity,Buy,6339,57.819,366514.85,221.52,Settled
TRD00007151,PAM0014,2022-11-28,MSFT,Equity,Buy,4193,213.0678,893393.45,662.5,Settled
TRD00007152,PAM0014,2023-02-13,MSFT,Equity,Sell,794,213.9332,169862.97,26.94,Settled
TRD00007153,PAM0014,2020-11-08,HY_CORP,Fixed Income,Buy,6776,244.4916,1656674.88,1334.5,Settled
TRD00007154,PAM0014,2021-03-15,AAPL,Equity,Sell,4611,131.5741,606688.27,296.86,Pending
TRD00007155,PAM0014,2022-10-13,IG_CORP,Fixed Income,Buy,4957,361.225,1790592.24,1064.58,Settled
TRD00007156,PAM0014,2020-06-03,US2Y,Fixed Income,Sell,6230,374.9029,2335644.8,548.55,Settled
TRD00007157,PAM0014,2020-12-05,HY_CORP,Fixed Income,Buy,2626,196.1597,515115.31,75.74,Settled
TRD00007158,PAM0014,2024-10-05,JPM,Equity,Sell,1208,25.5729,30892.08,19.55,Settled
TRD00007159,PAM0014,2024-11-27,MSFT,Equity,Buy,4133,159.811,660498.69,172.64,Settled
TRD00007160,PAM0014,2024-12-09,US2Y,Fixed Income,Sell,898,82.5891,74164.97,59.87,Settled
TRD00007161,PAM0014,2021-06-29,US2Y,Fixed Income,Sell,4761,36.231,172495.93,77.8,Settled
TRD00007162,PAM0014,2024-12-18,US2Y,Fixed Income,Sell,9943,474.3743,4716704.03,757.87,Settled
TRD00007163,PAM0014,2022-03-05,BTC,Alternative,Buy,2016,378.2829,762618.33,731.45,Settled
TRD00007164,PAM0014,2021-03-04,US2Y,Fixed Income,Sell,8412,440.3179,3703954.24,3429.45,Settled
TRD00007165,PAM0014,2020-01-19,GOLD,Alternative,Sell,6604,319.9394,2112880.03,1613.51,Pending
TRD00007166,PAM0014,2022-03-13,GOOGL,Equity,Sell,9237,390.3527,3605687.85,2283.37,Settled
TRD00007167,PAM0014,2020-10-27,META,Equity,Sell,7030,174.4984,1226723.76,594.82,Settled
TRD00007168,PAM0014,2022-07-20,JPM,Equity,Sell,2164,151.5802,328019.56,225.17,Settled
TRD00007169,PAM0014,2023-06-11,US10Y,Fixed Income,Sell,4606,261.6134,1204991.48,1120.27,Settled
TRD00007170,PAM0014,2021-01-10,TIPS,Fixed Income,Sell,5286,346.6321,1832297.1,1131.58,Settled
TRD00007171,PAM0014,2023-04-11,GOOGL,Equity,Buy,2970,150.9567,448341.42,186.85,Settled
TRD00007172,PAM0014,2024-09-23,GS,Equity,Sell,9334,45.6976,426541.71,338.18,Settled
TRD00007173,PAM0014,2024-12-27,BTC,Alternative,Buy,4876,390.7115,1905109.05,885.89,Settled
TRD00007174,PAM0014,2023-02-02,OIL,Alternative,Buy,1648,363.5525,599134.52,72.23,Settled
TRD00007175,PAM0014,2023-12-21,GS,Equity,Buy,2144,332.5455,712977.45,542.42,Settled
TRD00007176,PAM0014,2021-04-01,US2Y,Fixed Income,Buy,7425,471.1595,3498359.0,2399.07,Settled
TRD00007177,PAM0014,2022-02-07,BTC,Alternative,Buy,7292,87.0351,634659.7,82.83,Settled
TRD00007178,PAM0014,2022-01-14,IG_CORP,Fixed Income,Buy,4994,152.584,762004.51,220.17,Settled
TRD00007179,PAM0014,2020-06-26,IG_CORP,Fixed Income,Buy,6184,411.8269,2546737.72,267.08,Settled
TRD00007180,PAM0014,2024-01-06,TIPS,Fixed Income,Buy,6124,24.5834,150548.97,145.33,Settled
TRD00007181,PAM0014,2022-08-09,US10Y,Fixed Income,Sell,1208,302.0369,364860.52,214.39,Settled
TRD00007182,PAM0014,2024-05-16,META,Equity,Sell,1836,114.5045,210230.25,82.31,Pending
TRD00007183,PAM0014,2024-09-27,OIL,Alternative,Buy,123,325.5312,40040.34,25.52,Settled
TRD00007184,PAM0014,2021-09-13,JPM,Equity,Sell,9715,313.2371,3043098.61,499.39,Settled
TRD00007185,PAM0014,2020-03-15,US10Y,Fixed Income,Buy,7405,477.27,3534184.09,437.46,Settled
TRD00007186,PAM0014,2020-04-20,BRK.B,Equity,Buy,9706,45.0593,437345.37,302.27,Settled
TRD00007187,PAM0014,2023-12-21,US10Y,Fixed Income,Sell,410,148.0925,60717.94,7.02,Settled
TRD00007188,PAM0014,2023-04-04,JPM,Equity,Sell,866,17.6121,15252.11,5.24,Settled
TRD00007189,PAM0014,2023-12-04,OIL,Alternative,Buy,7745,46.8551,362892.69,300.92,Settled
TRD00007190,PAM0014,2023-07-16,TIPS,Fixed Income,Sell,540,127.3999,68795.92,51.55,Settled
TRD00007191,PAM0014,2022-09-14,AMZN,Equity,Sell,3087,212.949,657373.41,450.1,Settled
TRD00007192,PAM0014,2022-12-05,AAPL,Equity,Buy,7873,56.5115,444914.91,330.04,Settled
TRD00007193,PAM0014,2020-11-04,GOLD,Alternative,Sell,4898,481.5955,2358854.7,1595.26,Settled
TRD00007194,PAM0014,2024-05-26,IG_CORP,Fixed Income,Buy,9182,363.3397,3336184.86,517.52,Settled
TRD00007195,PAM0014,2023-06-19,MSFT,Equity,Buy,7737,35.4571,274331.45,273.62,Settled
TRD00007196,PAM0014,2023-03-17,META,Equity,Sell,635,64.762,41123.9,14.0,Settled
TRD00007197,PAM0014,2024-02-19,AMZN,Equity,Buy,459,437.5448,200833.06,156.2,Settled
TRD00007198,PAM0014,2021-01-27,IG_CORP,Fixed Income,Sell,714,76.8399,54863.71,52.14,Settled
TRD00007199,PAM0014,2023-10-13,BTC,Alternative,Sell,5313,438.856,2331641.84,1618.94,Settled
TRD00007200,PAM0014,2024-03-03,TIPS,Fixed Income,Sell,321,95.1472,30542.25,14.27,Settled
TRD00007201,PAM0014,2022-02-06,US10Y,Fixed Income,Sell,8911,449.7887,4008067.36,3171.55,Settled
TRD00007202,PAM0014,2022-06-21,GOLD,Alternative,Buy,8115,490.5745,3981012.15,2116.16,Settled
TRD00007203,PAM0014,2022-04-28,BRK.B,Equity,Sell,6103,63.995,390561.66,212.15,Settled
TRD00007204,PAM0014,2023-04-02,JPM,Equity,Sell,5149,222.7102,1146734.84,1115.57,Settled
TRD00007205,PAM0014,2023-12-22,MSFT,Equity,Buy,5020,329.3429,1653301.4,1505.38,Settled
TRD00007206,PAM0014,2020-09-30,TIPS,Fixed Income,Sell,9810,160.8877,1578308.41,664.6,Pending
TRD00007207,PAM0014,2023-11-26,GOLD,Alternative,Sell,4130,131.9587,544989.5,65.49,Settled
TRD00007208,PAM0014,2022-05-16,GOLD,Alternative,Sell,2049,315.6655,646798.6,439.79,Settled
TRD00007209,PAM0014,2022-10-24,OIL,Alternative,Buy,9696,65.3273,633413.58,460.2,Settled
TRD00007210,PAM0014,2021-05-17,TIPS,Fixed Income,Buy,1810,89.1589,161377.59,72.29,Settled
TRD00007211,PAM0014,2022-01-18,BRK.B,Equity,Sell,4703,471.9429,2219547.59,1083.32,Settled
TRD00007212,PAM0014,2022-07-10,US2Y,Fixed Income,Sell,230,132.2359,30414.25,24.47,Settled
TRD00007213,PAM0014,2021-01-15,US10Y,Fixed Income,Buy,8262,264.4181,2184622.2,1114.91,Settled
TRD00007214,PAM0014,2020-04-01,IG_CORP,Fixed Income,Sell,1596,375.2024,598823.09,553.67,Settled
TRD00007215,PAM0014,2023-05-14,AMZN,Equity,Buy,9532,393.8617,3754289.87,377.58,Settled
TRD00007216,PAM0014,2020-07-09,US2Y,Fixed Income,Buy,6673,429.8772,2868570.52,2417.28,Settled
TRD00007217,PAM0014,2024-10-06,AAPL,Equity,Sell,7809,465.7062,3636699.88,1218.0,Settled
TRD00007218,PAM0014,2021-02-23,GS,Equity,Buy,5273,240.5569,1268456.65,1152.35,Settled
TRD00007219,PAM0014,2024-03-11,US2Y,Fixed Income,Sell,9335,343.1196,3203021.56,2145.47,Settled
TRD00007220,PAM0014,2023-03-02,GOLD,Alternative,Buy,3584,26.5621,95198.63,77.68,Settled
TRD00007221,PAM0014,2022-06-26,AAPL,Equity,Buy,119,220.1458,26197.35,15.17,Settled
TRD00007222,PAM0014,2024-06-11,MSFT,Equity,Buy,744,11.9096,8860.76,7.62,Settled
TRD00007223,PAM0014,2021-06-08,JPM,Equity,Sell,396,388.0771,153678.55,132.88,Settled
TRD00007224,PAM0014,2024-07-14,AAPL,Equity,Buy,7412,134.266,995179.44,373.49,Settled
TRD00007225,PAM0014,2021-10-31,US2Y,Fixed Income,Buy,5643,166.9736,942231.79,624.51,Settled
TRD00007226,PAM0014,2023-04-02,MSFT,Equity,Buy,3795,427.2983,1621597.18,451.19,Settled
TRD00007227,PAM0014,2023-03-05,AMZN,Equity,Buy,3133,103.792,325180.45,269.06,Failed
TRD00007228,PAM0014,2020-12-10,GS,Equity,Sell,7009,260.3659,1824904.55,1183.51,Settled
TRD00007229,PAM0014,2021-12-18,US2Y,Fixed Income,Sell,6136,134.8669,827543.55,430.21,Settled
TRD00007230,PAM0014,2022-06-09,BRK.B,Equity,Buy,7678,360.1088,2764915.62,1775.48,Settled
TRD00007231,PAM0014,2022-04-09,JPM,Equity,Sell,495,197.2552,97641.33,42.97,Settled
TRD00007232,PAM0014,2023-02-08,OIL,Alternative,Sell,5267,478.0582,2517932.34,2493.33,Pending
TRD00007233,PAM0014,2021-01-30,META,Equity,Buy,7080,131.9411,934142.94,836.67,Settled
TRD00007234,PAM0014,2024-01-10,GOOGL,Equity,Sell,2950,374.1836,1103841.58,820.43,Settled
TRD00007235,PAM0014,2022-08-22,US2Y,Fixed Income,Sell,6105,139.0415,848848.55,434.42,Settled
TRD00007236,PAM0014,2024-12-17,AAPL,Equity,Sell,3277,181.4933,594753.5,169.02,Settled
TRD00007237,PAM0014,2022-08-19,IG_CORP,Fixed Income,Buy,3493,173.4176,605747.56,509.93,Settled
TRD00007238,PAM0014,2024-09-11,BTC,Alternative,Buy,8845,94.1309,832587.55,478.81,Settled
TRD00007239,PAM0014,2020-01-03,US2Y,Fixed Income,Buy,2041,145.0588,296065.06,68.29,Settled
TRD00007240,PAM0014,2020-03-04,GS,Equity,Sell,1465,467.0156,684177.86,170.12,Settled
TRD00007241,PAM0014,2020-04-11,AAPL,Equity,Buy,5802,486.274,2821361.62,2271.82,Settled
TRD00007242,PAM0014,2024-11-02,AAPL,Equity,Buy,3929,424.3558,1667293.83,793.96,Settled
TRD00007243,PAM0014,2023-01-04,GS,Equity,Sell,2624,467.7773,1227447.69,932.09,Settled
TRD00007244,PAM0014,2021-09-01,META,Equity,Buy,2657,119.3177,317027.17,273.81,Settled
TRD00007245,PAM0014,2024-12-15,MSFT,Equity,Sell,5479,111.7283,612159.28,98.96,Settled
TRD00007246,PAM0014,2021-09-16,JPM,Equity,Buy,9938,338.7073,3366073.36,2092.14,Settled
TRD00007247,PAM0014,2022-08-04,AAPL,Equity,Sell,7121,364.2404,2593756.18,1223.37,Settled
TRD00007248,PAM0014,2022-01-01,HY_CORP,Fixed Income,Sell,8059,76.1,613289.9,393.12,Settled
TRD00007249,PAM0014,2021-11-07,BRK.B,Equity,Buy,7641,164.3034,1255442.64,519.25,Settled
TRD00007250,PAM0014,2020-07-24,AAPL,Equity,Sell,2611,382.7047,999241.91,967.33,Settled
TRD00007251,PAM0014,2022-12-10,GS,Equity,Buy,8053,287.6691,2316599.02,1410.82,Settled
TRD00007252,PAM0014,2021-10-22,META,Equity,Buy,5595,197.5769,1105442.91,668.74,Settled
TRD00007253,PAM0014,2024-09-03,MSFT,Equity,Buy,3104,406.2724,1261069.46,713.54,Settled
TRD00007254,PAM0014,2023-11-08,BTC,Alternative,Sell,8778,418.3202,3672014.67,3148.16,Settled
TRD00007255,PAM0014,2021-11-28,BRK.B,Equity,Sell,8463,190.6144,1613169.45,1280.85,Settled
TRD00007256,PAM0014,2023-09-21,GOLD,Alternative,Buy,3338,200.8201,670337.36,372.88,Settled
TRD00007257,PAM0014,2022-03-11,AAPL,Equity,Sell,3329,105.0469,349701.18,310.0,Settled
TRD00007258,PAM0014,2024-04-12,AMZN,Equity,Sell,632,53.5823,33864.01,19.39,Settled
TRD00007259,PAM0014,2022-08-26,MSFT,Equity,Buy,2521,95.6979,241254.47,213.7,Settled
TRD00007260,PAM0014,2024-02-20,HY_CORP,Fixed Income,Buy,8546,451.8308,3861345.65,1550.8,Settled
TRD00007261,PAM0014,2022-06-24,IG_CORP,Fixed Income,Buy,622,282.0148,175413.2,165.84,Settled
TRD00007262,PAM0014,2024-01-20,OIL,Alternative,Buy,9935,337.6733,3354784.19,2483.21,Pending
TRD00007263,PAM0014,2022-11-20,OIL,Alternative,Sell,2694,425.8802,1147321.23,383.26,Settled
TRD00007264,PAM0014,2024-06-01,US10Y,Fixed Income,Buy,1908,316.0632,603048.61,139.73,Settled
TRD00007265,PAM0014,2023-07-03,US10Y,Fixed Income,Buy,6099,233.499,1424110.18,737.31,Settled
